NomeProduto,Categoria,Preco
Creme Anti-idade,Perfumaria,12.3
Roupas de Compressão,Perfumaria,65.06
Creme Anti-idade,Perfumaria,9.44
Gel Antisséptico,Perfumaria,41.47
Creme para as Mãos,Perfumaria,82.22
Lentes de Contato,Perfumaria,38.92
Inalador,Remédios,26.91
Escova de Cabelo,Perfumaria,76.3
Colágeno em Pó,Vitaminas,88.85
Suplemento de Ômega 3,Vitaminas,53.28
Fraldas Descartáveis,Perfumaria,25.88
Pomada para Assaduras,Perfumaria,69.12
Inalador,Remédios,54.27
Escova de Cabelo,Perfumaria,54.7
Roupas de Compressão,Perfumaria,37.76
Ibuprofeno 200mg,Remédios,94.59
Paracetamol 500mg,Remédios,27.88
Antialérgico,Remédios,40.24
Band-aid,Perfumaria,94.89
Compressa Fria,Perfumaria,19.09
Protetor Solar,Perfumaria,57.07
Creme para as Mãos,Perfumaria,81.24
Pomada Antisséptica,Perfumaria,23.45
Desodorante,Perfumaria,6.57
Antifúngico,Remédios,67.55
Roupas de Compressão,Perfumaria,44.96
Xarope para Tosse,Remédios,55.81
Soro Fisiológico,Remédios,95.2
Creme para as Mãos,Perfumaria,86.23
Ibuprofeno 200mg,Remédios,43.8
Antialérgico,Remédios,42.35
Pomada para Artrose,Remédios,86.75
Creme Anti-idade,Perfumaria,77.92
Suplemento de Ômega 3,Vitaminas,44.0
Xarope para Tosse,Remédios,44.37
Fita Adesiva,Perfumaria,94.32
Colírio,Remédios,41.48
Máscara de Cílios,Perfumaria,52.55
Paracetamol 500mg,Remédios,17.93
Anti-inflamatório,Remédios,51.52
Lenços Umedecidos,Perfumaria,98.76
Gel Antisséptico,Perfumaria,31.36
Creme para as Mãos,Perfumaria,33.16
Xarope para Tosse,Remédios,62.5
Antiácido,Remédios,74.67
Ibuprofeno 200mg,Remédios,26.48
Paracetamol 500mg,Remédios,11.78
Compressa Fria,Perfumaria,32.47
Fraldas Descartáveis,Perfumaria,48.14
Máscara de Cílios,Perfumaria,56.21
Inalador,Remédios,60.13
Creme para as Mãos,Perfumaria,63.61
Band-aid,Perfumaria,79.49
Fraldas Descartáveis,Perfumaria,40.83
Creme Hidratante,Perfumaria,54.53
Compressa Fria,Perfumaria,42.3
Colágeno em Pó,Vitaminas,7.2
Paracetamol 500mg,Remédios,57.32
Creme Hidratante,Perfumaria,98.09
Band-aid,Perfumaria,20.42
Lenços Umedecidos,Perfumaria,59.3
Xarope para Tosse,Remédios,98.22
Cotonetes,Perfumaria,79.33
Pomada Antisséptica,Perfumaria,37.73
Fita Adesiva,Perfumaria,22.75
Compressa Fria,Perfumaria,26.36
Lentes de Contato,Perfumaria,16.54
Creme para as Mãos,Perfumaria,87.22
Colágeno em Pó,Vitaminas,87.01
Pomada Antisséptica,Perfumaria,83.0
Band-aid,Perfumaria,78.33
Ibuprofeno 200mg,Remédios,8.38
Fita Adesiva,Perfumaria,90.61
Termômetro de Infravermelho,Perfumaria,40.05
Suplemento de Cálcio,Vitaminas,10.92
Antiácido,Remédios,43.67
Creme Hidratante,Perfumaria,16.59
Protetor Labial,Perfumaria,11.67
Suplemento de Vitamina D,Vitaminas,96.65
Suplemento de Ômega 3,Vitaminas,22.71
Protetor Solar,Perfumaria,14.17
Antiácido,Remédios,46.33
Pomada para Assaduras,Perfumaria,38.99
Suplemento de Cálcio,Vitaminas,99.98
Aspirina 500mg,Remédios,59.72
Ibuprofeno 200mg,Remédios,43.0
Antifúngico,Remédios,24.66
Pasta de Dente,Perfumaria,93.19
Máscara de Cílios,Perfumaria,27.85
Antialérgico,Remédios,54.55
Pomada para Assaduras,Perfumaria,43.58
Paracetamol 500mg,Remédios,66.03
Creme Anti-idade,Perfumaria,70.38
Antifúngico,Remédios,74.92
Pomada Antisséptica,Perfumaria,90.19
Colágeno em Pó,Vitaminas,76.99
Pomada para Assaduras,Perfumaria,93.13
Suplemento de Vitamina D,Vitaminas,63.13
Compressa Fria,Perfumaria,99.86
Pomada para Assaduras,Perfumaria,40.55
Suplemento de Ômega 3,Vitaminas,31.37
Lentes de Contato,Perfumaria,88.43
Pomada para Assaduras,Perfumaria,55.02
Cotonetes,Perfumaria,44.6
Soro Fisiológico,Remédios,81.42
Inalador,Remédios,16.47
Antiácido,Remédios,17.91
Anti-inflamatório,Remédios,40.57
Ibuprofeno 200mg,Remédios,46.84
Gaze Esterilizada,Perfumaria,29.7
Termômetro Digital,Perfumaria,10.94
Soro Fisiológico,Remédios,50.51
Protetor Solar,Perfumaria,98.24
Colírio,Remédios,13.55
Lenços Umedecidos,Perfumaria,33.17
Roupas de Compressão,Perfumaria,93.94
Fraldas Descartáveis,Perfumaria,9.43
Creme Hidratante,Perfumaria,14.57
Aspirina 500mg,Remédios,36.1
Ibuprofeno 200mg,Remédios,66.74
Lentes de Contato,Perfumaria,55.87
Antibiótico,Remédios,70.27
Fita Adesiva,Perfumaria,67.57
Anti-inflamatório,Remédios,89.66
Protetor Solar,Perfumaria,10.67
Lentes de Contato,Perfumaria,36.97
Protetor Solar,Perfumaria,77.16
Band-aid,Perfumaria,48.11
Gaze Esterilizada,Perfumaria,96.4
Soro Fisiológico,Remédios,43.14
Máscara de Cílios,Perfumaria,51.25
Fita Adesiva,Perfumaria,55.66
Suplemento de Magnésio,Vitaminas,88.37
Máscara de Cílios,Perfumaria,25.85
Creme Hidratante,Perfumaria,93.75
Escova de Cabelo,Perfumaria,83.65
Desodorante,Perfumaria,63.73
Máscara de Cílios,Perfumaria,78.08
Escova de Dente,Perfumaria,40.81
Pomada Antisséptica,Perfumaria,68.82
Máscara de Cílios,Perfumaria,55.78
Fraldas Descartáveis,Perfumaria,95.58
Inalador,Remédios,99.12
Creme Anti-idade,Perfumaria,39.97
Vitamina C 1000mg,Vitaminas,14.59
Suplemento de Magnésio,Vitaminas,64.17
Termômetro Digital,Perfumaria,61.13
Pasta de Dente,Perfumaria,38.11
Antiácido,Remédios,15.43
Lenços Umedecidos,Perfumaria,13.63
Suplemento de Cálcio,Vitaminas,15.32
Aspirina 500mg,Remédios,29.64
Antiácido,Remédios,12.27
Antibiótico,Remédios,52.51
Colírio,Remédios,65.93
Creme Hidratante,Perfumaria,94.45
Protetor Labial,Perfumaria,48.39
Xarope para Tosse,Remédios,50.18
Lentes de Contato,Perfumaria,60.94
Ibuprofeno 200mg,Remédios,84.29
Cotonetes,Perfumaria,10.44
Antibiótico,Remédios,66.17
Lenços Umedecidos,Perfumaria,24.32
Creme Anti-idade,Perfumaria,95.65
Inalador,Remédios,60.2
Aspirina 500mg,Remédios,64.26
Antiácido,Remédios,26.41
Suplemento de Cálcio,Vitaminas,31.84
Creme Hidratante,Perfumaria,13.88
Creme Anti-idade,Perfumaria,95.22
Pomada para Artrose,Remédios,48.92
Pomada para Artrose,Remédios,7.59
Band-aid,Perfumaria,10.13
Cotonetes,Perfumaria,12.36
Lenços Umedecidos,Perfumaria,31.14
Antiácido,Remédios,51.18
Antibiótico,Remédios,93.46
Pomada Antisséptica,Perfumaria,82.99
Pomada para Assaduras,Perfumaria,34.62
Antifúngico,Remédios,5.76
Termômetro Digital,Perfumaria,87.5
Compressa Fria,Perfumaria,68.02
Lenços Umedecidos,Perfumaria,5.83
Vitamina C 1000mg,Vitaminas,44.66
Pomada para Artrose,Remédios,21.3
Suplemento de Vitamina D,Vitaminas,67.66
Ibuprofeno 200mg,Remédios,50.43
Termômetro de Infravermelho,Perfumaria,16.78
Suplemento de Vitamina D,Vitaminas,18.57
Pomada Antisséptica,Perfumaria,36.64
Antiácido,Remédios,5.46
Suplemento de Cálcio,Vitaminas,69.22
Suplemento de Cálcio,Vitaminas,70.13
Anti-inflamatório,Remédios,38.71
Ibuprofeno 200mg,Remédios,12.48
Antialérgico,Remédios,78.08
Antialérgico,Remédios,21.51
Máscara de Cílios,Perfumaria,32.79
Pomada para Artrose,Remédios,97.7
Lentes de Contato,Perfumaria,48.73
Anti-inflamatório,Remédios,27.7
Pomada para Artrose,Remédios,72.66
Compressa Fria,Perfumaria,55.52
Lenços Umedecidos,Perfumaria,5.38
Soro Fisiológico,Remédios,8.14
Creme Anti-idade,Perfumaria,68.99
Pomada para Artrose,Remédios,96.66
Antialérgico,Remédios,49.27
Lenços Umedecidos,Perfumaria,84.34
Lentes de Contato,Perfumaria,59.93
Suplemento de Vitamina D,Vitaminas,54.89
Suplemento de Ômega 3,Vitaminas,31.13
Antibiótico,Remédios,48.33
Pomada para Artrose,Remédios,5.04
Lenços Umedecidos,Perfumaria,39.39
Termômetro de Infravermelho,Perfumaria,6.09
Suplemento de Ômega 3,Vitaminas,85.11
Escova de Dente,Perfumaria,45.04
Pasta de Dente,Perfumaria,15.4
Desodorante,Perfumaria,37.25
Pasta de Dente,Perfumaria,5.27
Compressa Fria,Perfumaria,25.12
Paracetamol 500mg,Remédios,80.47
Suplemento de Magnésio,Vitaminas,81.88
Pomada para Artrose,Remédios,16.36
Pomada para Artrose,Remédios,83.12
Protetor Labial,Perfumaria,37.97
Suplemento de Cálcio,Vitaminas,96.92
Escova de Cabelo,Perfumaria,23.37
Cotonetes,Perfumaria,44.38
Escova de Cabelo,Perfumaria,30.35
Antiácido,Remédios,52.8
Pomada Antisséptica,Perfumaria,78.83
Pomada para Assaduras,Perfumaria,82.39
Antifúngico,Remédios,27.86
Vitamina C 1000mg,Vitaminas,8.23
Antifúngico,Remédios,29.18
Inalador,Remédios,16.15
Antifúngico,Remédios,49.25
Gel Antisséptico,Perfumaria,48.77
Antiácido,Remédios,92.92
Protetor Solar,Perfumaria,81.19
Soro Fisiológico,Remédios,48.42
Suplemento de Vitamina D,Vitaminas,13.65
Suplemento de Vitamina D,Vitaminas,13.97
Aspirina 500mg,Remédios,23.11
Fita Adesiva,Perfumaria,82.11
Creme Anti-idade,Perfumaria,30.31
Protetor Solar,Perfumaria,17.0
Lentes de Contato,Perfumaria,14.11
Soro Fisiológico,Remédios,23.93
Desodorante,Perfumaria,61.44
Máscara de Cílios,Perfumaria,16.83
Aspirina 500mg,Remédios,81.54
Antibiótico,Remédios,53.55
Antibiótico,Remédios,52.53
Colírio,Remédios,84.87
Pomada para Assaduras,Perfumaria,65.29
Pasta de Dente,Perfumaria,60.42
Fita Adesiva,Perfumaria,55.88
Antibiótico,Remédios,87.05
Escova de Dente,Perfumaria,88.26
Escova de Dente,Perfumaria,80.41
Pomada Antisséptica,Perfumaria,23.78
Pomada para Artrose,Remédios,43.13
Colírio,Remédios,14.21
Protetor Solar,Perfumaria,7.09
Escova de Cabelo,Perfumaria,47.62
Fraldas Descartáveis,Perfumaria,88.99
Suplemento de Ômega 3,Vitaminas,33.33
Anti-inflamatório,Remédios,70.59
Escova de Cabelo,Perfumaria,65.68
Antialérgico,Remédios,50.68
Suplemento de Magnésio,Vitaminas,57.42
Roupas de Compressão,Perfumaria,84.23
Compressa Fria,Perfumaria,76.8
Creme Hidratante,Perfumaria,23.3
Antiácido,Remédios,65.02
Termômetro de Infravermelho,Perfumaria,32.52
Suplemento de Ômega 3,Vitaminas,79.02
Creme Hidratante,Perfumaria,76.64
Protetor Labial,Perfumaria,49.03
Pomada para Assaduras,Perfumaria,94.46
Anti-inflamatório,Remédios,14.13
Soro Fisiológico,Remédios,84.11
Aspirina 500mg,Remédios,95.11
Protetor Solar,Perfumaria,78.24
Pomada para Artrose,Remédios,10.49
Cotonetes,Perfumaria,35.31
Creme Hidratante,Perfumaria,64.72
Creme para as Mãos,Perfumaria,16.72
Pomada Antisséptica,Perfumaria,97.01
Compressa Fria,Perfumaria,84.14
Escova de Cabelo,Perfumaria,14.07
Compressa Fria,Perfumaria,20.49
Escova de Dente,Perfumaria,24.35
Escova de Dente,Perfumaria,36.75
Desodorante,Perfumaria,33.45
Desodorante,Perfumaria,9.81
Desodorante,Perfumaria,38.51
Roupas de Compressão,Perfumaria,59.45
Roupas de Compressão,Perfumaria,76.12
Antiácido,Remédios,34.13
Antibiótico,Remédios,6.73
Suplemento de Magnésio,Vitaminas,75.08
Paracetamol 500mg,Remédios,77.32
Lentes de Contato,Perfumaria,46.04
Antialérgico,Remédios,62.31
Gel Antisséptico,Perfumaria,90.67
Antifúngico,Remédios,70.49
Termômetro de Infravermelho,Perfumaria,61.11
Ibuprofeno 200mg,Remédios,8.65
Soro Fisiológico,Remédios,53.21
Inalador,Remédios,95.12
Suplemento de Magnésio,Vitaminas,86.24
Creme Anti-idade,Perfumaria,11.26
Soro Fisiológico,Remédios,12.99
Protetor Labial,Perfumaria,61.31
Colágeno em Pó,Vitaminas,97.88
Pomada para Artrose,Remédios,48.03
Creme para as Mãos,Perfumaria,57.36
Creme Hidratante,Perfumaria,22.29
Roupas de Compressão,Perfumaria,93.15
Compressa Fria,Perfumaria,86.79
Lentes de Contato,Perfumaria,24.39
Band-aid,Perfumaria,62.69
Pomada para Assaduras,Perfumaria,43.26
Termômetro Digital,Perfumaria,74.19
Escova de Cabelo,Perfumaria,10.38
Suplemento de Magnésio,Vitaminas,82.52
Gel Antisséptico,Perfumaria,66.17
Soro Fisiológico,Remédios,68.93
Antifúngico,Remédios,95.61
Paracetamol 500mg,Remédios,84.96
Antialérgico,Remédios,22.18
Cotonetes,Perfumaria,66.11
Protetor Labial,Perfumaria,61.52
Gaze Esterilizada,Perfumaria,74.2
Termômetro de Infravermelho,Perfumaria,57.94
Escova de Cabelo,Perfumaria,17.56
Suplemento de Cálcio,Vitaminas,30.79
Gaze Esterilizada,Perfumaria,52.1
Soro Fisiológico,Remédios,19.76
Creme para as Mãos,Perfumaria,55.1
Creme Anti-idade,Perfumaria,26.47
Antibiótico,Remédios,24.52
Antibiótico,Remédios,80.14
Suplemento de Magnésio,Vitaminas,74.9
Gel Antisséptico,Perfumaria,29.15
Aspirina 500mg,Remédios,73.6
Colírio,Remédios,56.16
Soro Fisiológico,Remédios,91.78
Pasta de Dente,Perfumaria,99.8
Fita Adesiva,Perfumaria,45.76
Band-aid,Perfumaria,98.64
Pasta de Dente,Perfumaria,77.52
Compressa Fria,Perfumaria,43.95
Antiácido,Remédios,94.26
Pasta de Dente,Perfumaria,40.86
Desodorante,Perfumaria,92.24
Soro Fisiológico,Remédios,84.93
Aspirina 500mg,Remédios,62.36
Anti-inflamatório,Remédios,83.18
Xarope para Tosse,Remédios,55.98
Colágeno em Pó,Vitaminas,86.37
Suplemento de Ômega 3,Vitaminas,96.63
Ibuprofeno 200mg,Remédios,89.02
Fraldas Descartáveis,Perfumaria,39.63
Máscara de Cílios,Perfumaria,16.58
Vitamina C 1000mg,Vitaminas,38.73
Termômetro Digital,Perfumaria,13.36
Antifúngico,Remédios,61.15
Anti-inflamatório,Remédios,99.49
Creme para as Mãos,Perfumaria,42.47
Ibuprofeno 200mg,Remédios,40.09
Colágeno em Pó,Vitaminas,32.33
Soro Fisiológico,Remédios,91.02
Antifúngico,Remédios,65.4
Compressa Fria,Perfumaria,30.14
Pomada Antisséptica,Perfumaria,83.02
Antialérgico,Remédios,46.19
Pasta de Dente,Perfumaria,54.81
Suplemento de Vitamina D,Vitaminas,87.72
Antibiótico,Remédios,55.12
Fraldas Descartáveis,Perfumaria,20.74
Xarope para Tosse,Remédios,6.83
Protetor Solar,Perfumaria,23.93
Suplemento de Magnésio,Vitaminas,28.8
Termômetro Digital,Perfumaria,81.4
Pomada para Artrose,Remédios,19.47
Suplemento de Cálcio,Vitaminas,60.63
Gaze Esterilizada,Perfumaria,50.0
Gel Antisséptico,Perfumaria,99.79
Pomada para Artrose,Remédios,97.34
Suplemento de Cálcio,Vitaminas,58.05
Protetor Solar,Perfumaria,64.79
Desodorante,Perfumaria,20.66
Máscara de Cílios,Perfumaria,28.42
Anti-inflamatório,Remédios,13.34
Antifúngico,Remédios,25.12
Desodorante,Perfumaria,67.77
Pasta de Dente,Perfumaria,80.31
Escova de Dente,Perfumaria,62.53
Band-aid,Perfumaria,18.42
Creme para as Mãos,Perfumaria,81.84
Vitamina C 1000mg,Vitaminas,86.34
Colírio,Remédios,9.78
Antifúngico,Remédios,52.15
Antifúngico,Remédios,38.88
Termômetro de Infravermelho,Perfumaria,63.98
Antialérgico,Remédios,61.19
Pasta de Dente,Perfumaria,86.94
Gaze Esterilizada,Perfumaria,58.16
Inalador,Remédios,29.45
Suplemento de Cálcio,Vitaminas,90.71
Escova de Cabelo,Perfumaria,32.71
Fita Adesiva,Perfumaria,66.37
Antifúngico,Remédios,86.58
Protetor Solar,Perfumaria,64.54
Colírio,Remédios,17.16
Suplemento de Vitamina D,Vitaminas,78.36
Paracetamol 500mg,Remédios,79.09
Fita Adesiva,Perfumaria,51.04
Fraldas Descartáveis,Perfumaria,92.6
Antialérgico,Remédios,51.28
Xarope para Tosse,Remédios,79.36
Suplemento de Magnésio,Vitaminas,17.42
Suplemento de Vitamina D,Vitaminas,78.12
Gaze Esterilizada,Perfumaria,86.23
Desodorante,Perfumaria,87.05
Máscara de Cílios,Perfumaria,38.33
Roupas de Compressão,Perfumaria,79.49
Antialérgico,Remédios,29.13
Gel Antisséptico,Perfumaria,70.05
Paracetamol 500mg,Remédios,35.03
Paracetamol 500mg,Remédios,19.72
Xarope para Tosse,Remédios,6.27
Band-aid,Perfumaria,76.64
Pomada para Assaduras,Perfumaria,23.43
Termômetro Digital,Perfumaria,97.09
Antialérgico,Remédios,93.16
Termômetro Digital,Perfumaria,36.55
Protetor Solar,Perfumaria,9.63
Creme Anti-idade,Perfumaria,27.29
Soro Fisiológico,Remédios,59.95
Máscara de Cílios,Perfumaria,9.27
Colágeno em Pó,Vitaminas,68.38
Desodorante,Perfumaria,50.0
Suplemento de Vitamina D,Vitaminas,12.61
Antifúngico,Remédios,42.46
Ibuprofeno 200mg,Remédios,96.88
Pomada para Assaduras,Perfumaria,38.61
Antifúngico,Remédios,99.22
Creme Hidratante,Perfumaria,27.55
Termômetro Digital,Perfumaria,8.91
Soro Fisiológico,Remédios,78.75
Protetor Solar,Perfumaria,81.92
Band-aid,Perfumaria,68.22
Roupas de Compressão,Perfumaria,5.06
Gaze Esterilizada,Perfumaria,65.65
Protetor Labial,Perfumaria,74.32
Pomada para Artrose,Remédios,84.03
Fita Adesiva,Perfumaria,43.98
Aspirina 500mg,Remédios,95.57
Creme para as Mãos,Perfumaria,65.82
Lenços Umedecidos,Perfumaria,63.56
Aspirina 500mg,Remédios,58.18
Cotonetes,Perfumaria,98.86
Aspirina 500mg,Remédios,78.8
Antialérgico,Remédios,9.82
Colágeno em Pó,Vitaminas,53.86
Fraldas Descartáveis,Perfumaria,70.63
Inalador,Remédios,25.05
Anti-inflamatório,Remédios,6.46
Desodorante,Perfumaria,51.71
Inalador,Remédios,28.92
Termômetro Digital,Perfumaria,90.61
Termômetro Digital,Perfumaria,68.51
Cotonetes,Perfumaria,86.1
Fita Adesiva,Perfumaria,55.17
Band-aid,Perfumaria,55.69
Aspirina 500mg,Remédios,13.27
Escova de Dente,Perfumaria,44.64
Suplemento de Vitamina D,Vitaminas,72.14
Compressa Fria,Perfumaria,9.28
Gaze Esterilizada,Perfumaria,54.85
Cotonetes,Perfumaria,76.48
Paracetamol 500mg,Remédios,90.44
Antibiótico,Remédios,85.74
Suplemento de Cálcio,Vitaminas,94.9
Antibiótico,Remédios,53.6
Aspirina 500mg,Remédios,79.72
Antialérgico,Remédios,58.52
Roupas de Compressão,Perfumaria,70.35
Soro Fisiológico,Remédios,34.38
Lenços Umedecidos,Perfumaria,18.8
Protetor Labial,Perfumaria,23.62
Inalador,Remédios,88.94
Colírio,Remédios,48.61
Roupas de Compressão,Perfumaria,55.33
Fita Adesiva,Perfumaria,20.76
Cotonetes,Perfumaria,88.16
Soro Fisiológico,Remédios,11.39
Escova de Dente,Perfumaria,13.35
Colágeno em Pó,Vitaminas,49.0
Creme Anti-idade,Perfumaria,77.37
Gaze Esterilizada,Perfumaria,66.0
Inalador,Remédios,28.99
Protetor Labial,Perfumaria,25.43
Creme para as Mãos,Perfumaria,98.84
Pomada Antisséptica,Perfumaria,30.9
Soro Fisiológico,Remédios,84.2
Suplemento de Ômega 3,Vitaminas,18.0
Desodorante,Perfumaria,77.03
Antialérgico,Remédios,96.73
Roupas de Compressão,Perfumaria,36.27
Aspirina 500mg,Remédios,63.73
Pomada para Artrose,Remédios,33.37
Antiácido,Remédios,90.64
Fita Adesiva,Perfumaria,90.59
Colírio,Remédios,82.06
Suplemento de Vitamina D,Vitaminas,76.44
Antifúngico,Remédios,44.43
Anti-inflamatório,Remédios,97.39
Anti-inflamatório,Remédios,11.57
Vitamina C 1000mg,Vitaminas,85.89
Pomada para Artrose,Remédios,14.85
Suplemento de Magnésio,Vitaminas,46.43
Vitamina C 1000mg,Vitaminas,37.97
Anti-inflamatório,Remédios,42.02
Fita Adesiva,Perfumaria,92.52
Xarope para Tosse,Remédios,61.09
Lentes de Contato,Perfumaria,8.66
Xarope para Tosse,Remédios,54.71
Termômetro Digital,Perfumaria,51.68
Roupas de Compressão,Perfumaria,46.02
Creme para as Mãos,Perfumaria,62.49
Band-aid,Perfumaria,11.51
Protetor Solar,Perfumaria,37.1
Suplemento de Magnésio,Vitaminas,60.15
Fraldas Descartáveis,Perfumaria,17.97
Creme Hidratante,Perfumaria,90.64
Ibuprofeno 200mg,Remédios,6.15
Antiácido,Remédios,39.23
Lentes de Contato,Perfumaria,5.48
Antibiótico,Remédios,20.45
Gel Antisséptico,Perfumaria,27.12
Termômetro Digital,Perfumaria,69.84
Creme para as Mãos,Perfumaria,76.08
Anti-inflamatório,Remédios,66.89
Creme para as Mãos,Perfumaria,86.37
Anti-inflamatório,Remédios,81.43
Cotonetes,Perfumaria,11.56
Pomada para Assaduras,Perfumaria,99.45
Compressa Fria,Perfumaria,95.61
Soro Fisiológico,Remédios,73.52
Termômetro de Infravermelho,Perfumaria,46.18
Escova de Cabelo,Perfumaria,58.36
Fita Adesiva,Perfumaria,12.42
Antiácido,Remédios,90.44
Suplemento de Ômega 3,Vitaminas,84.77
Escova de Cabelo,Perfumaria,43.9
Máscara de Cílios,Perfumaria,31.63
Gaze Esterilizada,Perfumaria,42.13
Xarope para Tosse,Remédios,29.0
Roupas de Compressão,Perfumaria,69.47
Gaze Esterilizada,Perfumaria,28.61
Escova de Cabelo,Perfumaria,80.76
Antialérgico,Remédios,99.57
Antialérgico,Remédios,29.52
Inalador,Remédios,97.04
Inalador,Remédios,17.24
Lenços Umedecidos,Perfumaria,96.43
Máscara de Cílios,Perfumaria,85.75
Creme Hidratante,Perfumaria,18.89
Suplemento de Vitamina D,Vitaminas,61.77
Anti-inflamatório,Remédios,74.08
Cotonetes,Perfumaria,89.12
Compressa Fria,Perfumaria,86.17
Anti-inflamatório,Remédios,8.25
Antibiótico,Remédios,55.66
Escova de Cabelo,Perfumaria,45.9
Lentes de Contato,Perfumaria,51.37
Compressa Fria,Perfumaria,70.24
Suplemento de Magnésio,Vitaminas,28.86
Cotonetes,Perfumaria,7.43
Soro Fisiológico,Remédios,22.86
Paracetamol 500mg,Remédios,72.41
Protetor Labial,Perfumaria,81.25
Gel Antisséptico,Perfumaria,39.09
Escova de Dente,Perfumaria,84.52
Ibuprofeno 200mg,Remédios,95.66
Anti-inflamatório,Remédios,82.32
Escova de Dente,Perfumaria,72.35
Pomada para Assaduras,Perfumaria,74.61
Colírio,Remédios,73.2
Suplemento de Vitamina D,Vitaminas,12.93
Creme Anti-idade,Perfumaria,7.22
Soro Fisiológico,Remédios,12.95
Paracetamol 500mg,Remédios,55.46
Escova de Cabelo,Perfumaria,67.46
Antibiótico,Remédios,16.46
Cotonetes,Perfumaria,22.61
Suplemento de Vitamina D,Vitaminas,68.9
Suplemento de Magnésio,Vitaminas,29.03
Escova de Dente,Perfumaria,5.32
Xarope para Tosse,Remédios,19.28
Termômetro de Infravermelho,Perfumaria,50.09
Máscara de Cílios,Perfumaria,59.06
Aspirina 500mg,Remédios,33.53
Fita Adesiva,Perfumaria,48.31
Termômetro Digital,Perfumaria,7.26
Creme para as Mãos,Perfumaria,71.89
Pomada para Assaduras,Perfumaria,36.93
Termômetro de Infravermelho,Perfumaria,37.41
Termômetro de Infravermelho,Perfumaria,25.8
Colágeno em Pó,Vitaminas,17.19
Termômetro de Infravermelho,Perfumaria,17.05
Pomada Antisséptica,Perfumaria,68.72
Antialérgico,Remédios,34.41
Suplemento de Vitamina D,Vitaminas,68.56
Antibiótico,Remédios,61.5
Ibuprofeno 200mg,Remédios,23.71
Ibuprofeno 200mg,Remédios,8.65
Inalador,Remédios,33.31
Paracetamol 500mg,Remédios,84.23
Creme para as Mãos,Perfumaria,95.75
Creme Anti-idade,Perfumaria,98.06
Antialérgico,Remédios,50.31
Protetor Solar,Perfumaria,13.56
Band-aid,Perfumaria,98.82
Antiácido,Remédios,10.46
Creme Anti-idade,Perfumaria,57.61
Pasta de Dente,Perfumaria,42.42
Xarope para Tosse,Remédios,80.06
Pomada Antisséptica,Perfumaria,86.33
Suplemento de Cálcio,Vitaminas,6.36
